Id,SalePrice
2658,168090.3935854251
2718,213440.79077806126
2414,193638.04879159888
1989,112318.30497609742
625,185101.0466815211
333,90806.6773707195
1327,101230.16163946257
858,145187.75143159332
95,216639.44342774816
1568,172627.2074178413
2482,174856.7350435278
1364,132473.76453285827
2584,177044.304178203
818,281121.1167012579
2673,161798.5880104748
2089,120407.56984288385
1297,172495.8704924354
790,125972.33138842776
2616,197822.73341666837
720,194498.30998865026
222,125640.93327745167
557,130619.84315623122
1148,210532.13060134067
2766,154904.01871357975
534,211749.3273815565
1452,115410.65959272801
630,116776.62047938327
2648,117877.77246543218
125,153578.16418815928
1904,19754.32360555057
1670,109884.26168356335
756,100815.6317752857
717,249909.2443930211
1032,145807.2305849666
852,228799.3330277803
1731,191671.42885698285
2639,112101.57228853798
2071,83102.18479545286
1267,101492.13412260974
1851,217798.46212330018
567,164009.55775970255
2439,218809.4405243385
1898,157404.48795358185
647,138943.5304675824
2256,219649.1991696118
979,91682.71402240335
1444,223895.1458693149
2485,115944.39784882404
157,113305.72616861889
88,124236.63442726166
2003,110180.23926957208
186,217792.4174641869
1425,275542.21027573873
2695,121846.99245751719
738,101881.46256216266
395,153648.12735210243
1353,183821.1262864602
1878,150512.46825699112
390,189465.4699305531
1456,241311.1306737418
1103,307797.83807917545
1387,123803.21215387178
2070,132791.98307098798
1199,201670.0016709381
2479,179139.3580815763
501,304189.5302926698
2362,75055.1781210081
1718,199161.04969481914
2188,27693.735759448726
1483,151301.17867214524
2557,73635.05963664071
437,303874.6946065347
2224,200901.23725245742
1628,183337.2575786264
397,129157.24929208355
587,210908.30531785835
971,153293.1133354638
2611,155544.8519472609
1887,94013.02536862914
2399,307128.98780480307
2148,222365.47108126432
304,137564.2271377917
1997,116902.36128272372
2817,97631.99039985042
1431,185337.1403819631
427,337315.7126775498
263,123083.88425667107
598,174940.0161782347
2895,255353.80570109212
687,173136.44680304953
1822,118139.95175505686
2191,89320.7454633906
179,136142.87552704278
1009,217337.13828680757
2010,107114.60799522104
1991,157033.95508730318
1411,160529.05884045013
1721,258320.76111260988
1144,194692.63409936673
593,231970.2232398421
575,259966.02497484884
1249,198226.04283741885
1604,119389.43912605185
1064,389262.7539328383
1923,161608.54096354463
1988,84824.22219051805
2325,168551.56747290422
114,208667.23980073025
2700,226627.43829792866
217,147961.18732481683
343,188247.484217496
386,252871.73420715425
2005,100616.40267408278
2908,132505.8916993735
1814,223031.2960658851
2446,412416.7985532298
208,139752.52798773185
1679,127583.36419141467
822,305077.01812912454
6,185406.01880077587
1781,359220.519803263
2397,269410.4545975819
2340,286945.85553222406
1618,170147.12618276314
2843,141597.5692573283
1061,331071.62713325536
2786,112165.59586868703
1935,114337.7688009264
1341,103244.23542994005
521,296331.59634313197
2136,125890.2514071915
996,187717.15458461212
227,143138.3294740084
135,153712.21409990592
1167,175878.17119651823
294,223338.9644159833
1776,220960.47123485175
540,202146.72949213383
1717,199161.04969481914
2303,111233.42134959495
116,191946.9441082608
127,119096.70655344462
1371,131129.25479852536
1014,189177.5583026911
1507,87314.5616796104
702,161122.47339588043
750,172005.38318128663
261,155724.001628684
1559,55998.97890924371
577,242826.18593806925
2812,217483.0680661694
2080,170197.7531571834
1368,120134.2148069049
2376,112496.66418344667
659,85729.08267306432
1235,123441.84440354677
332,75567.41116336768
1917,135678.14563637623
2094,250814.07079183077
1460,288000.02762874286
1471,200281.49483012746
1509,113012.51720304671
1922,119641.91799239512
433,399274.9614158743
460,268153.8306334433
1116,266067.1553178595
1137,180129.2388691936
53,193627.19641741272
2354,248707.02228506096
1475,219069.5630372907
1761,471505.5643357199
842,140310.49933442974
2739,176317.5618841088
2509,180000.21317047288
1007,215466.68086656125
2610,183965.1915436791
1952,75344.90366789175
2719,212274.59440252732
2921,89921.32466830849
1966,140294.99615124916
292,121874.783322379
1204,215745.3455824114
1829,241673.6746648394
2419,196650.13353424694
391,173943.90641652176
798,132202.5113724057
481,195229.46714275575
193,205081.16962325363
555,123631.06601975614
899,64146.71132386883
2357,201489.57167482504
328,117376.79043835646
1356,110730.66394934384
1154,108236.65181298286
1730,173366.02465246536
2249,148765.35218476923
1119,266672.67599594267
2856,125966.59447909298
1394,139925.40425751708
2587,134669.7221388633
61,319450.8839958473
2661,206531.62131105294
2711,138784.74307056004
1147,187366.56457520707
757,135759.17540582933
2623,85776.6655179708
2378,167411.052448723
1413,140867.91133074032
1722,236039.1006132085
1112,213291.0195554383
1623,190413.50737244182
1201,192936.34729340568
1513,91591.36065033963
957,256560.45313852653
1171,270528.54691011575
1145,210213.61477698374
2726,244797.59869975562
703,162439.30002470769
760,59540.056514669326
1964,121497.9033791679
2512,194564.8525042988
159,171942.37679179525
1281,185440.1048635696
468,174380.00207173475
290,126761.09767189692
665,104098.78282275272
1463,285768.23525566165
1792,235163.15841529926
923,142112.8830052818
500,274798.2291817283
