Id,SalePrice
2658,168077.1646295319
2718,213166.85665142816
2414,193679.91844785295
1989,112335.48745544883
625,185161.53140902484
333,90680.17514850188
1327,101111.32753594802
858,145135.01126730512
95,216565.16050111654
1568,172532.74449029495
2482,174725.33035365317
1364,132632.4911938837
2584,177109.03220320586
818,280664.15647699614
2673,162004.73624810693
2089,120574.78474797285
1297,172432.25183452747
790,125957.49811821093
2616,197734.73601149954
720,194963.62337810302
222,125641.69088457234
557,130575.41678365308
1148,210339.37396281143
2766,154980.41170223895
534,211908.86846571148
1452,115404.8786702326
630,116540.5389658605
2648,118020.4916491292
125,153704.47240974254
1904,19593.02746325289
1670,109686.14239729987
756,100688.85931080091
717,250104.59328722
1032,145746.37515087076
852,228752.85404875083
1731,191696.7916661913
2639,112041.25422010908
2071,83089.71313625213
1267,101596.24041910458
1851,217754.8012444208
567,163871.23853849678
2439,218867.86929865438
1898,157383.29721355403
647,138965.1810516608
2256,219612.07928239065
979,91612.58983850922
1444,223861.93661660166
2485,115974.9463673014
157,113296.01739747613
88,124222.81540676346
2003,110232.84632855607
186,217912.30479346146
1425,275588.04889827804
2695,121870.80599174614
738,101978.18065915292
395,153744.05168358528
1353,183954.78692547348
1878,150498.25241063302
390,189486.3849393226
1456,241255.59169807693
1103,307758.30446794257
1387,123808.26263162855
2070,132785.96375057765
1199,201893.95599165407
2479,179044.92729559413
501,304200.53665056964
2362,74966.2536843631
1718,199154.18754884787
2188,27575.59206017235
1483,151349.7429164946
2557,73559.23840807728
437,303943.0477608205
2224,200933.69738032972
1628,183444.64620533783
397,129148.12026220106
587,210947.53937146883
971,153478.15523328097
2611,155674.48440142418
1887,94140.23095577047
2399,307294.3092013593
2148,222333.1930506454
304,137713.41810594185
1997,116937.07465323713
2817,97360.32662599953
1431,185238.3058622242
427,337249.931220907
263,123058.82595884579
598,174826.5896548418
2895,255448.07550789719
687,173243.6717538737
1822,118156.42097833916
2191,89263.54530190805
179,136313.06207901123
1009,217473.42121806822
2010,106986.85767216759
1991,157241.11443519476
1411,160475.22833387658
1721,258389.93134775315
1144,194556.29666860285
593,232095.57767299458
575,260028.53029165813
1249,198166.4972676084
1604,119380.1889881643
1064,389634.18402270926
1923,161719.80780652456
1988,84900.47706228739
2325,168455.06726029748
114,208342.27432480047
2700,226471.3078784811
217,147626.57072538603
343,188135.03555688518
386,252977.16600575973
2005,100453.4366630239
2908,132489.87779269542
1814,222984.23567663296
2446,412454.3803421613
208,139671.18408177258
1679,127396.38712331932
822,305259.78144055884
6,185293.33707412845
1781,359434.78094105003
2397,269498.48774618097
2340,287159.0028175651
1618,170046.83055605763
2843,141516.37574256177
1061,331227.85324308113
2786,112168.37233842677
1935,114366.17864880618
1341,103305.50084492017
521,296505.0486508736
2136,125703.61439419864
996,187600.63682453032
227,143121.38944283477
135,153820.49949190277
1167,175766.7842674984
294,223534.9538871348
1776,220906.70519512554
540,202323.69524890813
1717,199154.18754884787
2303,111216.01607038348
116,191988.10129342077
127,119101.20092308847
1371,131343.94062900217
1014,189239.33771390433
