Id,SalePrice
2658,166922.5568527502
2718,151774.90895861707
2414,162242.08328898044
1989,94158.83157145028
625,169995.04644673807
333,93724.93946942437
1327,122120.46339165862
858,197092.16936591975
95,190555.36149786107
1568,201195.07999995892
2482,202207.93224928356
1364,143604.29647089064
2584,191787.47162108062
818,268749.99601322337
2673,163044.99613987168
2089,139224.94531598862
1297,184487.34147111603
790,140555.6401099683
2616,165886.5918757043
720,193132.28710113242
222,139465.12420652894
557,163361.54023432016
1148,234740.36867863004
2766,160630.92785347562
534,201815.24893177417
1452,129785.75685261277
630,143763.8522809532
2648,112804.40951192706
125,149288.8300781502
1904,113806.18496678336
1670,136728.09797171198
756,115592.85762423564
717,197925.87621305996
1032,162959.76576016683
852,189876.55611970904
1731,165177.37411101206
2639,129197.49475490655
2071,121634.12946974748
1267,137725.97669320676
1851,193579.15724877734
567,172688.6418473059
2439,224006.90385230095
1898,165645.90470762702
647,180696.07349434908
2256,273479.1678866095
979,104777.48726954249
1444,241966.65352127302
2485,132773.42661731085
157,132865.15011350805
88,128276.98513192433
2003,97212.48735659094
186,213734.95401188327
1425,247145.30508435325
2695,117295.50963459545
738,150042.00701903022
395,149007.76206694334
1353,205284.5403509261
1878,141725.59265631472
390,173464.67340825402
1456,223652.297875912
1103,247999.3073297201
1387,86599.3476754667
2070,145961.29741991338
1199,202168.2928299872
2479,164963.22446727948
501,221917.5884313856
2362,110940.62493355313
1718,162501.0690821217
2188,90619.11900043464
1483,142914.1076830014
2557,85780.93614738747
437,371966.1399778494
2224,131407.66679164226
1628,199558.44511546358
397,153336.55112682056
587,158754.6124189911
971,179710.5724447133
2611,184104.5958157641
1887,115351.09726456698
2399,267978.6283799574
2148,198740.10626364395
304,130842.49876630455
1997,86429.58261648707
2817,136849.3875323765
1431,200410.6169717633
427,334717.62992383394
263,101432.05914666776
598,175103.13385921123
2895,290316.092409244
687,179140.9598014436
1822,135053.98092824276
2191,136736.2543840712
179,138623.08665632544
1009,223826.95731928237
2010,136604.64262198613
1991,154476.8506418646
1411,103031.05780878049
1721,209669.041503688
1144,190511.29683710056
593,164223.70837331653
575,244492.0766484173
1249,210952.8852727045
1604,129030.21034663677
1064,281761.89491942973
1923,173430.25176549447
1988,94604.15992395097
2325,206487.12878258657
114,220925.9961496017
2700,164485.28322479484
217,129058.0995858756
343,159181.52993861382
386,218166.50521901544
2005,130341.26675220483
2908,125454.9425000773
1814,233463.51288166654
2446,292094.43867846706
208,144005.31984838998
1679,115042.63684368259
822,359485.8509619593
6,189994.27774391754
1781,310173.6977014468
2397,231021.6177717016
2340,224190.41731184136
1618,195457.40165804297
2843,146077.76804268002
1061,286173.40048314503
2786,124523.56517420479
1935,127725.5444477535
1341,123153.26041694972
521,264864.0686145127
2136,171852.17643520425
996,211676.62851895983
227,148638.11850015144
135,146859.85031693784
1167,171048.99348546687
294,196550.2511273432
1776,186148.7023277734
540,162453.362668271
1717,162501.0690821217
2303,131870.23884015062
116,173290.3591321819
127,119009.04008278548
1371,139632.3221354895
1014,164242.20045121806
1507,71611.94505268364
702,154278.78347583886
750,171311.06816205845
261,126017.72923592213
1559,86424.73920701558
577,247629.49483201373
2812,177093.85442352513
2080,147088.72782896785
1368,112933.35025474292
2376,123742.79970036904
659,106266.15069300495
1235,139017.6046472586
332,79257.61148862398
1917,142924.12895024798
2094,212628.18964805774
1460,231220.54497720214
1471,192735.68697653778
1509,127935.40438333954
1922,140956.14007526808
433,273821.6407288769
460,235759.55391967794
1116,284116.00019131
1137,156542.0970125416
53,197464.18564159406
2354,219285.35055471674
1475,203865.9993480706
1761,288669.9887670368
842,147033.3586473875
2739,136574.18506155722
2509,147630.48293434334
1007,217125.86274197124
2610,154604.59151691178
1952,121620.52571334243
2719,191184.6708975996
2921,94601.25135737658
1966,162604.6981040141
292,129624.30210554671
1204,238732.31802551792
1829,251829.32054407866
2419,170716.17396067962
391,200477.49340646752
798,150398.50338536076
481,198989.2814278414
193,147648.3640124615
555,161930.2548613661
899,96952.23592629518
2357,175426.81792523325
328,124640.65483935285
1356,129679.82085136864
1154,111338.32312466644
1730,186665.7229164254
2249,162548.90810897382
1119,263809.2042824521
2856,143978.49841277502
1394,138026.95411509508
2587,166350.35549810986
61,297397.2440795741
2661,189692.61312731012
2711,153594.66479932802
1147,183696.7415489252
757,136867.51261752535
2623,106421.81027166391
2378,145545.2356758292
1413,157244.0123804224
1722,206841.6763038946
1112,173363.7054441721
1623,164365.14126960398
1201,198060.1198158227
1513,94715.8918697928
957,244809.07025493545
1171,270785.9914080395
1145,226994.5788660891
2726,176417.5504943547
703,133926.70767520502
760,104249.62354494282
1964,134608.86320589748
2512,156990.10581688126
159,153722.9518812709
1281,190044.32821450988
468,178802.50207519525
290,144717.94924608487
665,97372.36509515578
1463,223113.01583985504
1792,205943.57549903778
923,163890.83050452403
500,245748.3215562794
1408,190291.4969139061
331,85065.3057688966
170,147226.50839717127
2192,111622.3163104423
2571,231348.5053467476
2314,175392.0901652488
2647,179412.33615010467
422,317025.43218647037
2457,222594.4694989696
1838,194342.8557616539
2805,287602.59350736847
1645,201940.93332649488
1711,191986.75289431954
2825,208813.99359295785
322,295950.4271607723
2103,278679.4248728801
342,135246.3072227763
600,120800.24309989795
488,209411.025594361
1725,234143.24453217792
2246,347674.4275703368
2847,131559.43215062557
806,253610.0047289965
530,193907.43211071755
963,179818.31426115072
2678,86272.8759211393
171,82413.92685976547
2401,295533.9039214029
805,237011.05492902163
2259,147476.10451867146
1748,180477.19376774476
1361,121398.64906959259
1677,113388.13711864452
1406,146484.67844322167
2322,219916.5027830876
688,168171.3334246732
143,159969.04605362285
804,174677.0035092781
1214,165431.90654721
2828,142823.93999923987
1999,140723.91964286385
2467,244802.70188434375
2665,153063.42107494237
1538,263182.0724550153
398,120208.5350322343
2822,108118.95372225711
2157,144070.7506694881
1856,171401.98653716667
1269,124789.0711375777
2570,114709.61170548365
2320,285966.45816657296
1517,121353.21825580692
2304,157012.12220133241
1312,125242.40684672853
2012,96445.88847270783
506,194232.8065062846
2865,226899.82287578937
2367,102064.8931058361
554,117504.7685760868
238,127901.59241851955
1954,152369.3806417467
2488,127591.3793347035
2291,91970.37550196331
1969,108246.8631246998
2725,166992.7436501019
1482,142914.1076830014
2763,192165.90864588835
503,187527.0932987734
1584,201510.99570415437
1531,154147.85749916505
2210,166167.39319566367
459,352192.54097677115
556,175784.92237383584
1347,161130.1253333474
1290,81983.07303739672
1388,149156.07253634188
1571,182154.80210174696
2754,234720.73083691017
765,153796.72036980206
2494,149652.18404098667
2870,176223.20708521185
7,203567.71618660766
1114,235801.61610013378
2418,218100.39892655791
291,120712.38277895031
18,257014.31150536484
39,268006.2962574041
1001,168856.04768069673
2442,201201.14064546136
616,146177.86561025845
2680,78279.77366713065
1414,79456.66644818478
289,163699.94232293434
40,234384.077634803
860,144669.7978451046
409,125372.69131308774
673,153020.24293178524
2427,181351.00455523795
2036,157395.0070557776
2564,178956.84548537206
642,213591.33238145313
1008,186535.7968512654
1908,135289.96743391093
2519,139655.21787419956
1369,139059.82374340374
2855,179928.5866828414
712,103705.58571708696
1943,135895.15467253525
1958,148258.4032423202
107,182410.7579901944
2295,171296.61958135496
704,90482.47671355415
676,132085.5625335331
259,161844.5417797462
93,211035.89942115615
106,271664.3356500216
2315,210134.48279843037
1050,129031.2922902148
1095,186425.81407723026
2709,173080.75361005715
758,153780.30308932383
1496,115829.70490826304
2370,115213.38846461053
2458,274199.12761022977
2733,130956.11931110392
161,249538.41348091254
726,149565.98530211166
845,265994.0654839971
947,188215.151420327
2232,181683.20824063133
2563,133504.56806819252
2299,182381.50549989793
211,114441.67112610933
605,169774.98807484112
1478,267554.1617012858
2247,362253.66797702643
2274,238343.3151895417
2869,217520.09725837217
967,243805.76513581182
2656,90065.48654779924
667,140531.15106121922
1042,110183.25474052312
2023,154470.45895721074
2447,282205.67862516106
2055,154184.4002372218
2275,272305.4589533219
2204,144702.26739546793
1563,258293.38452493073
483,214224.12896179137
796,180249.8813330458
1526,167366.24994668178
2042,128607.59813121223
442,267803.9938372092
1693,266783.41881604213
1468,177288.38184905212
1430,169067.36217086675
2605,170826.70543455443
1529,200754.58963293143
335,124541.34223292576
1287,131067.73402407172
31,115439.5183123932
1785,241993.0816039134
82,169877.42952512053
2620,166834.25270331028
252,197224.37632726872
721,71802.70148590617
2165,221721.0189824098
2316,218307.2581813099
775,144999.60516102667
1558,107537.77782119611
17,238360.07255184915
1022,153292.82050610037
925,156952.39043607155
438,294184.2298868275
1270,167211.7467733457
1272,136909.38561575633
215,121719.78838984939
