Id,SalePrice
2658,157460.33836675485
2718,147532.48568180035
2414,151072.61665708752
1989,85493.44874796619
625,173912.7417975055
333,87583.87811058573
1327,115560.67467920561
858,226875.20569512094
95,195624.6197761122
1568,202598.95639592237
2482,196801.27625527172
1364,131920.0995218908
2584,169481.48848683396
818,269403.3564213227
2673,152827.4566223544
2089,143693.0094065993
1297,167695.37917062556
790,124973.8459568136
2616,174023.19593536446
720,187395.92440270673
222,114251.11992833424
557,151589.015660009
1148,214770.61892440455
2766,172422.67975668644
534,190844.36034172436
1452,138789.24635137708
630,134428.6759424464
2648,125579.27565403064
125,156042.17749101325
1904,125265.2352289629
1670,143663.8964837684
756,122056.20601833261
717,214773.10311966966
1032,148118.586506881
852,184565.93450947583
1731,168818.77449553832
2639,134153.22436786132
2071,101141.08581115803
1267,133573.96126534967
1851,186075.34117879398
567,173649.81044868685
2439,217304.77729964547
1898,168285.93310144305
647,186751.5364587728
2256,288721.4170333572
979,115838.98533520434
1444,257098.30857899372
2485,117291.07955775595
157,125363.13916195277
88,118242.29249436861
2003,98520.13981668708
186,204817.0355651859
1425,220014.19359342684
2695,118150.58333316378
738,158481.18065011888
395,146809.43490377598
1353,195957.00068307586
1878,144722.36698875378
390,176509.65206988086
1456,207387.8806769149
1103,252646.68153792218
1387,63343.431310368
2070,129854.43692258453
1199,209077.7777890121
2479,154528.49046004523
501,234585.66338471277
2362,117045.82821922013
1718,207984.80776398038
2188,90809.01276592148
1483,144132.0978688767
2557,62252.568157035654
437,398581.45273051306
2224,133675.13100015663
1628,210441.57212811246
397,167010.5841483996
587,156882.1202338927
971,186501.35271203294
2611,184214.87175843783
1887,125172.98931416462
2399,287013.12505740736
2148,188938.16200195314
304,121892.06173116395
1997,90203.58498743673
2817,117006.77910762536
1431,175836.25189697352
427,341721.9910205713
263,99779.65065851502
598,149855.70452827963
2895,307682.6137144006
687,171857.60477884932
1822,135909.56941653282
2191,133858.20708448137
179,145943.0023894048
1009,233283.40365484782
2010,127785.59046013169
1991,156382.6501665816
1411,63213.357185015775
1721,209537.12787473365
1144,178112.96231603174
593,141131.30476764304
575,267676.4706275661
1249,212723.15193812718
1604,146189.42085977574
1064,314027.1491833512
1923,182215.08084492615
1988,110188.91605351602
2325,218955.8697871966
114,208784.9651609478
2700,144995.3653544275
217,129292.9809820577
343,158231.28271293727
386,227940.28374065246
2005,121714.84487049156
2908,144184.35762654737
1814,235046.017582801
2446,319538.37977457093
208,160157.73246196468
1679,107917.60051178264
822,319322.9679871041
6,183786.9772147305
1781,304560.7025620836
2397,238092.26800056762
2340,253592.48602328464
1618,189915.38637341984
2843,125557.1055591265
1061,331882.90475116705
2786,128790.61810778729
1935,107417.99491607977
1341,120718.61239546475
521,276280.98247242294
2136,181473.34598372327
996,212172.49781732875
227,158287.58417796934
135,168320.0067140997
1167,177702.32715756443
294,185738.3862656142
1776,204850.19002266077
540,162334.46567599446
1717,207984.80776398038
2303,128469.25614794085
116,151878.92645475274
127,114773.29585595816
1371,128251.54579507562
1014,166436.31035254258
1507,47745.830575047614
702,164048.07168806414
750,166403.76233348268
261,116555.50008723862
1559,86179.7786522118
577,292877.5206018692
2812,152588.5389112476
2080,144747.5371917322
1368,123723.9849096881
2376,135360.1537505979
659,121413.24746547747
1235,153354.76929311466
