Id,SalePrice
2658,160000
2718,200000
2414,170000
1989,147000
625,140000
333,135000
1327,147000
858,135000
95,191000
1568,170000
2482,180000
1364,147000
2584,140000
818,269500
2673,155000
2089,130000
1297,160000
790,140000
2616,190000
720,160000
222,135000
557,125000
1148,190000
2766,144000
534,147000
1452,127000
630,200000
2648,135000
125,120000
1904,105000
1670,105000
756,105000
717,200000
1032,130000
852,170000
1731,170000
2639,135000
2071,125000
1267,145000
1851,170000
567,181000
2439,200000
1898,135000
647,130000
2256,185000
979,135000
1444,225000
2485,130000
157,147000
88,140000
2003,140000
186,299800
1425,225000
2695,140000
738,115000
395,147000
1353,127500
1878,140000
390,170000
1456,225000
1103,300000
1387,125000
2070,130000
1199,167000
2479,170000
501,300000
2362,130000
1718,146000
2188,135000
1483,147000
2557,105000
437,320000
2224,130000
1628,170000
397,135000
587,130000
971,130000
2611,140000
1887,125000
2399,300000
2148,170000
304,140000
1997,127000
2817,145000
1431,200000
427,250000
263,130000
598,170000
2895,185000
687,155000
1822,147000
2191,129000
179,147000
1009,180000
2010,145000
1991,125000
1411,135000
1721,185000
1144,200000
593,290000
575,185000
1249,160000
1604,130000
1064,270000
1923,125000
1988,132000
2325,170000
114,180000
2700,150000
217,76500
343,127500
386,225000
2005,185000
2908,130000
1814,170000
2446,545224
208,218000
1679,98000
822,300000
6,170000
1781,300000
2397,250000
2340,300000
1618,170000
2843,135000
1061,300000
2786,130000
1935,147000
1341,135000
521,300000
2136,170000
996,170000
227,130000
135,147000
1167,200000
294,155000
1776,176000
540,147000
1717,146000
2303,145000
116,147000
127,147000
1371,155000
1014,97500
1507,135000
702,90000
750,160000
261,155000
1559,125000
577,270000
2812,170000
2080,130000
1368,127000
2376,130000
659,147000
1235,125000
332,100000
1917,147000
2094,200000
1460,250000
1471,170000
1509,130000
1922,147000
433,325000
460,300000
1116,170000
1137,147000
53,176000
2354,200000
1475,170000
1761,410000
842,130000
2739,170000
2509,151000
1007,190000
2610,155000
1952,109500
2719,147983
2921,140000
1966,140000
292,76500
1204,205000
1829,160000
2419,170000
391,170000
798,113000
481,170000
193,155000
555,125000
899,80000
2357,127500
328,105000
1356,147000
1154,124000
1730,170000
2249,120000
1119,250000
2856,90000
1394,130000
2587,128000
61,320000
2661,200000
2711,120000
1147,190000
757,155000
2623,105000
2378,127500
1413,155000
1722,185000
1112,200000
1623,200000
1201,160000
1513,135000
957,302000
1171,319900
1145,170000
2726,160000
703,132000
760,105000
1964,147000
2512,214000
159,108959
1281,135000
468,170000
290,113000
665,109500
1463,250000
1792,200000
923,130000
500,260000
1408,129000
331,105000
170,135000
2192,105000
2571,320000
2314,170000
2647,109500
422,290000
2457,270000
1838,181000
2805,300000
1645,170000
1711,250000
2825,200000
322,300000
2103,225000
342,113000
600,105000
488,200000
1725,300000
2246,185000
2847,140000
806,225000
530,200000
963,170000
2678,100000
171,135000
2401,320000
805,190000
2259,160000
1748,170000
1361,125000
1677,140000
1406,125000
2322,240000
688,135000
143,130000
804,225000
1214,140000
2828,147000
1999,200000
2467,200000
2665,127500
1538,290000
398,130000
2822,130000
2157,147000
1856,130000
1269,125000
2570,140000
2320,225000
1517,137000
2304,130000
1312,147000
2012,127500
506,160000
2865,160000
2367,140000
554,67000
238,125000
1954,125000
2488,139000
2291,85000
1969,125000
2725,130000
1482,147000
2763,170000
503,190000
1584,170000
1531,91500
2210,127500
459,300000
556,130000
1347,90000
1290,113000
1388,85000
1571,277000
2754,180000
765,170000
2494,130000
2870,160000
7,185000
1114,170000
2418,250000
291,200000
18,270000
39,300000
1001,212000
2442,200000
616,115000
2680,105000
1414,125000
289,128000
40,203000
860,140000
409,148500
673,147000
2427,176000
2036,155000
2564,135000
642,90000
1008,170000
1908,90000
2519,212000
1369,86900
2855,127500
712,109500
1943,129000
1958,113000
107,206000
2295,160000
704,130000
676,125000
259,200000
93,290000
106,225000
2315,190000
1050,130000
1095,170000
2709,130000
758,200000
1496,155000
2370,127000
2458,225000
